,Industry,Position.to.be.closed,Interview.Type,Gender,Candidate.Current.Location,Candidate.Job.Location,Interview.Venue,Candidate.Native.location,Have.you.obtained.the.necessary.permission.to.start.at.the.required.time,Hope.there.will.be.no.unscheduled.meetings,Can.I.Call.you.three.hours.before.the.interview.and.follow.up.on.your.attendance.for.the.interview,Can.I.have.an.alternative.number..desk.number..I.assure.you.that.I.will.not.trouble.you.too.much,Have.you.taken.a.printout.of.your.updated.resume..Have.you.read.the.JD.and.understood.the.same,Are.you.clear.with.the.venue.details.and.the.landmark.,Has.the.call.letter.been.shared,Expected.Attendance,Observed.Attendance,Marital.Status
607,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
608,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
609,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
610,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
611,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
612,bfsi,routine,walkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
613,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
614,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
615,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
616,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
617,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
618,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,no,NA,NA,NA,NA,NA,NA,no,no,married
619,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
620,bfsi,routine,walkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
621,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,single
622,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
623,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,single
624,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
625,bfsi,routine,scheduled,male,chennai,chennai,chennai,kolkata,yes,yes,yes,no,yes,yes,yes,unknown,no,single
626,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,single
627,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
628,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
629,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
630,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
631,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
632,bfsi,routine,scheduled,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
633,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
634,bfsi,routine,scheduled,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
635,bfsi,routine,scheduled,female,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
636,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
637,bfsi,routine,scheduled,male,bangalore,bangalore,bangalore,ambur,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
638,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
639,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
640,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
641,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
642,bfsi,routine,walkin,male,chennai,chennai,chennai,coimbatore,no,NA,NA,NA,NA,NA,NA,no,no,single
643,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
644,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
645,bfsi,routine,walkin,male,chennai,chennai,chennai,cochin,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
646,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
647,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
648,bfsi,routine,walkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
649,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
650,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,no,no,yes,yes,yes,unknown,no,single
651,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
652,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
653,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
654,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
655,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
656,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
657,bfsi,routine,walkin,male,chennai,chennai,chennai,allahabad,no,NA,NA,NA,NA,NA,NA,no,no,married
658,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,single
659,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
660,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
661,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,married
662,bfsi,routine,walkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,no,yes,yes,yes,unknown,yes,single
663,bfsi,routine,walkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
664,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
665,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
666,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chandigarh,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
667,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
668,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
669,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
670,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
671,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
672,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,no,NA,NA,NA,NA,NA,NA,no,no,married
673,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
674,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
675,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
676,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
677,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
678,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,married
679,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
680,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,cochin,no,NA,NA,NA,NA,NA,NA,no,no,single
681,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
682,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,cuttack,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
683,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
684,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
685,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
686,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
687,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
688,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
689,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
690,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
691,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
692,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,single
693,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,tirupati,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
694,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
695,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
696,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
697,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
698,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
699,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
700,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
701,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
702,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
703,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
704,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
705,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
706,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
707,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,ahmedabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
708,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
709,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
710,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
711,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
712,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
713,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
714,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
715,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
716,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
717,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
718,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
719,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
720,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
721,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
722,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
723,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
724,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,no,married
725,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
726,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
727,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,mysore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
728,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
729,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,single
730,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,single
731,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
732,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
733,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
734,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
735,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
736,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,vellore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
737,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
738,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
739,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
740,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
741,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
742,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
743,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
744,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
745,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
746,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,no,single
747,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
748,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
749,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
750,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
751,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
752,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
753,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,coimbatore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
754,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
755,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
756,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
757,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
758,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
759,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,nagercoil,yes,yes,yes,yes,yes,yes,yes,yes,no,single
760,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
761,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
762,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
763,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
764,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,visakapatinam,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
765,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
766,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
767,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
768,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
769,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,married
770,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
771,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
772,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
773,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
774,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
775,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
776,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,noida,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
777,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
778,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
779,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
780,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
781,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
782,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
783,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
784,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,married
785,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,cochin,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
786,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,pune,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
787,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
788,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,bangalore,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
789,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,visakapatinam,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
790,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
791,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
792,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,pune,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
793,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
794,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
795,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
796,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,nagercoil,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
797,bfsi,routine,scheduledwalkin,female,chennai,chennai,chennai,pune,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
798,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
799,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,no,single
800,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,yes,married
801,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chandigarh,no,NA,NA,NA,NA,NA,NA,no,no,married
802,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,no,single
803,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
804,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
805,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
806,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,hyderabad,NA,NA,NA,NA,NA,NA,NA,unknown,yes,single
807,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,allahabad,no,yes,yes,yes,yes,yes,yes,unknown,yes,single
808,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,NA,NA,NA,NA,NA,NA,NA,unknown,no,single
809,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
810,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,married
811,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
812,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,no,NA,NA,NA,NA,NA,NA,no,no,single
813,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,allahabad,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
814,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,married
815,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,chennai,yes,yes,yes,yes,yes,yes,yes,yes,yes,single
816,bfsi,routine,scheduledwalkin,male,chennai,chennai,chennai,tirupati,NA,NA,NA,NA,NA,NA,NA,unknown,no,married
